url,title,status,finger
http://jygl.gdwyj.cn,广东邮政欢迎你,200,{'Nginx'}
https://jsx.emspost.com.cn:9080,HTTP Status 404 – Not Found,404,"{'Apache Tomcat', 'Java'}"
http://qyweixin.gdwyj.cn,系统升级中,502,{'Nginx'}
http://202.105.44.98:8080,,200,"{'Apache Tomcat', 'Java'}"
http://202.105.44.20:9910,金融经营管理驾驶舱,200,{'Nginx'}
http://wytadmin-test.weiyoutong.cn,,200,{'Nginx'}
http://gd.psbcoa.com.cn,中国邮政电子邮件系统,200,{'Nginx'}
https://dcjupload.szhkhui.com,403 Forbidden,403,set()
https://mail.gdems.com,,200,set()
https://202.105.44.95,,404,{'Nginx'}
https://stampwikilt.dg11185.com/admin,邮票百科管理后台,200,"{'TinyMCE', 'Tencent Waterproof Wall', 'Nginx'}"
https://mailtax.routdata.com,404 Not Found,404,{'Nginx'}
http://jygl.gdpost.com.cn:8002,404 Not Found,404,{'Nginx'}
http://202.105.44.21:8086,,404,"{'Apache Tomcat', 'Java'}"
http://beebox-admin.183gz.com.cn,,404,{'Nginx'}
https://zhh.gdpost.com.cn,404 Not Found,404,{'Nginx'}
https://gdyjs.dg11185.com,全国邮政电子商务运营中心,200,{'Tengine'}
http://beebox.183gz.com.cn,,200,"{'Nginx', 'jQuery'}"
http://11185.gdwyj.cn,广东邮政欢迎你,200,{'Nginx'}
http://wxpay.gdwyj.cn,广东邮政欢迎你,200,{'Nginx'}
http://202.105.44.34:8080,,404,set()
https://chatlt.dg11185.com/admin,邮票百科直播管理后台,200,"{'TinyMCE', 'Nginx'}"
https://oss.mypost.dg11185.com,,403,{'Tengine'}
http://202.105.44.70:8102,404 Not Found,404,{'Nginx'}
http://www.beecare.com.cn,HTTP状态 404 - 未找到,404,set()
http://www.uyuedu.com,TestPage184,403,set()
http://www.gdwyj.cn:8002,404 Not Found,404,{'Nginx'}
http://youzheng.gdems.com:8443,403 Forbidden,403,{'Nginx'}
https://www.gdwyj.cn,广东邮政欢迎你,200,{'Nginx'}
http://ichsh.cn,全国邮政电子商务运营中心,200,{'Nginx'}
http://jygl.gdpost.com.cn,广东邮政欢迎你,200,{'Nginx'}
http://kjy.cn,跨境易电子商务服务平台,200,"{'Microsoft ASP.NET', 'IIS', 'Windows Server'}"
http://weixin2.ichsh.com.cn,403 Forbidden,403,{'Nginx'}
http://bee.183gz.com.cn,,200,"{'Nginx', 'jQuery'}"
http://www.uyuedu.com.cn,TestPage184,403,set()
http://xinyi.gdpost.com.cn:8001,,200,{'Nginx'}
https://pay.dg11185.com,403 Forbidden,403,{'Nginx'}
http://wx.gdwyj.cn,广东邮政欢迎你,200,{'Nginx'}
http://202.105.44.40:2019,402 Payment Required,402,{'Nginx'}
http://fs.gdwyj.cn,,200,set()
http://webchat.183gz.com.cn,,404,{'Nginx'}
http://202.105.44.46,403 Forbidden,403,{'Nginx'}
http://emsuploads.szhkhui.com,,478,{'Tengine'}
https://api.zhyj.dgzyyz.com,,404,{'Nginx'}
https://ruralmgr.gdwyj.cn,,200,{'Nginx'}
http://ghzx.gdems.com:81,,200,{'Nginx'}
http://zhh.gdpost.com.cn,广东邮政欢迎你,200,{'Nginx'}
http://wxpay.gdpost.com.cn:8002,404 Not Found,404,{'Nginx'}
http://wytadmin.weiyoutong.cn,销售平台 - 微邮筒,200,"{'jQuery Migrate', 'Nginx', 'jQuery'}"
http://youzheng.gdems.com:81,,200,{'Nginx'}
http://weixin1.ichsh.com.cn,403 Forbidden,403,{'Nginx'}
http://img.yyx.dg11185.com,403 Forbidden,403,{'Tengine'}
https://yhwjres.dg11185.com,403 Forbidden,403,{'Nginx'}
https://121.33.215.90,403 Forbidden,403,{'Nginx'}
https://202.105.44.111,,503,set()
